sample_id	master_id	group_id	population	region	subregion	layer	role
Loschbour.AG	Loschbour	Luxembourg_Loschbour_Mesolithic	Luxembourg_Loschbour_Mesolithic	EUROPE_CONTROL	NW_Europe	T2	CONTROL
Kou01.SG	Kou01	Greece_EpanoKoufonisi_EBA_Cycladic	Greece_EpanoKoufonisi_EBA_Cycladic	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
Kou03.SG	Kou03	Greece_EpanoKoufonisi_EBA_Cycladic	Greece_EpanoKoufonisi_EBA_Cycladic	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
Log02.SG	Log02	Greece_ElatiLogkassite_MBA	Greece_ElatiLogkassite_MBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
Log04.SG	Log04	Greece_ElatiLogkassite_MBA	Greece_ElatiLogkassite_MBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
Mik15.SG	Mik15	Greece_Manika_EBA	Greece_Manika_EBA	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
Pta08.SG	Pta08	Greece_Crete_KephalaPetrasSiteias	Greece_Crete_KephalaPetrasSiteias	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
cay004.SG	cay004	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay008.SG	cay008	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay011.SG	cay011	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay012.SG	cay012	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay013.SG	cay013	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay014.SG	cay014	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay015.SG	cay015	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay016.SG	cay016	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay1820.SG	cay1820	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay022.SG	cay022	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay027.SG	cay027	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
cay033.SG	cay033	Turkey_PPN	Turkey_PPN	OUTGROUP	Anatolia	T2	OUTGROUP
AV1.AG	AV1	Hungary_Avar-5	Hungary_Avar-5	EUROPE_CONTROL	Central_Europe	T0	CONTROL
AV2.AG	AV2	Hungary_Avar-5	Hungary_Avar-5	EUROPE_CONTROL	Central_Europe	T0	CONTROL
CL102.AG	CL102	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL110.AG	CL110	Italy_Piedmont_North_EarlyMedieval_Lombards-4	Italy_Piedmont_North_EarlyMedieval_Lombards-4	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL121.AG	CL121	Italy_Piedmont_North_EarlyMedieval_Lombards-3	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL145.AG	CL145	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL146.AG	CL146	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL151.AG	CL151	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL23.AG	CL23	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL25.AG	CL25	Italy_Piedmont_North_EarlyMedieval_Lombards-3	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL30.AG	CL30	Italy_Piedmont_North_EarlyMedieval_Lombards-3	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL31.AG	CL31	Italy_Piedmont_North_EarlyMedieval_Lombards	Italy_Piedmont_North_EarlyMedieval_Lombards	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL36.AG	CL36	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL38.AG	CL38	Italy_Piedmont_North_EarlyMedieval_Lombards-3	Italy_Piedmont_North_EarlyMedieval_Lombards-3	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL47.AG	CL47	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL49.AG	CL49	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL53.AG	CL53	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL57.AG	CL57	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL63.AG	CL63	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL83.AG	CL83	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL84.AG	CL84	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL87.AG	CL87	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL92.AG	CL92	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL93.AG	CL93	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL94.AG	CL94	Italy_Piedmont_North_EarlyMedieval_Lombards-2	Italy_Piedmont_North_EarlyMedieval_Lombards-2	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
CL97.AG	CL97	Italy_Piedmont_North_EarlyMedieval_Lombards-1	Italy_Piedmont_North_EarlyMedieval_Lombards-1	EUROPE_CONTROL	Southern_Europe	T0	CONTROL
SZ12.AG	SZ12	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ13.AG	SZ13	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ14.AG	SZ14	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ16.AG	SZ16	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ18.AG	SZ18	Hungary_Lombards-2	Hungary_Lombards-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ19.AG	SZ19	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ20.AG	SZ20	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ22.AG	SZ22	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ23.AG	SZ23	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ24.AG	SZ24	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ25.AG	SZ25	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ27.AG	SZ27	Hungary_Lombards-2	Hungary_Lombards-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ28.AG	SZ28	Hungary_Lombards-2	Hungary_Lombards-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ30.AG	SZ30	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ31.AG	SZ31	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ32.AG	SZ32	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ35.AG	SZ35	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ37.AG	SZ37	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ38.AG	SZ38	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ40.AG	SZ40	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ41.AG	SZ41	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ42.AG	SZ42	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ6.AG	SZ6	Hungary_Lombards-2	Hungary_Lombards-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ7.AG	SZ7	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ8.AG	SZ8	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ9.AG	SZ9	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ11.SG	SZ11	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ15.SG	SZ15	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ1.SG	SZ1	Hungary_BA	Hungary_BA	EUROPE_CONTROL	Central_Europe	T1	CONTROL
SZ2.SG	SZ2	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ36.SG	SZ36	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ3.SG	SZ3	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ43.SG	SZ43	Hungary_Lombards-1	Hungary_Lombards-1	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ45.SG	SZ45	Hungary_Lombards-2	Hungary_Lombards-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
SZ4.SG	SZ4	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	T0	CONTROL
JK2134.AG	JK2134	Egypt_AbusirelMeleq_ThirdIntermediatePeriod	Egypt_AbusirelMeleq_ThirdIntermediatePeriod	NORTH_AFRICA_EAST	Egypt	T1	TARGET
JK2888.AG	JK2888	Egypt_AbusirelMeleq_Ptolemaic	Egypt_AbusirelMeleq_Ptolemaic	NORTH_AFRICA_EAST	Egypt	T0	TARGET
JK2911.AG	JK2911	Egypt_AbusirelMeleq_ThirdIntermediatePeriod	Egypt_AbusirelMeleq_ThirdIntermediatePeriod	NORTH_AFRICA_EAST	Egypt	T1	TARGET
I1902.AG	I1902	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I0577.AG	I0577	Russia_Tuva_IA_AldyBel	Russia_Tuva_IA_AldyBel	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1454.AG	I1454	Ukraine_Cherkasy_Eneolithic_SeredniiStih	Ukraine_Cherkasy_Eneolithic_SeredniiStih	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1594.AG	I1594	Germany_BlatterhohleCave_MN	Germany_BlatterhohleCave_MN	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I1717.AG	I1717	Russia_Adygea_EN_ProtoMaikop	Russia_Adygea_EN_ProtoMaikop	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1752.AG	I1752	Chile_Conchali_700BP	Chile_Conchali_700BP	OUTGROUP	Americas	T0	OUTGROUP
I1753.AG	I1753	Chile_LosRieles_5100BP	Chile_LosRieles_5100BP	OUTGROUP	Americas	T1	OUTGROUP
I1754.AG	I1754	Chile_Conchali_700BP	Chile_Conchali_700BP	OUTGROUP	Americas	T0	OUTGROUP
I1763.AG	I1763	Ukraine_Zaporizhia_EN	Ukraine_Zaporizhia_EN	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1767.AG	I1767	England_BellBeaker-ohighEEF	England_BellBeaker-ohighEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1770.AG	I1770	England_BellBeaker	England_BellBeaker	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1774.AG	I1774	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1775.AG	I1775	Wales_EBA_C	Wales_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I1784.AG	I1784	Turkmenistan_BA1-1	Turkmenistan_BA1-1	OUTGROUP	Central_Asia	T1	OUTGROUP
Ukraine_HG1.AG	Ukraine_HG1	Ukraine_Mesolithic	Ukraine_Mesolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1821.AG	I1821	Russia_KrasnoyarskKrai_MLBA	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1828.AG	I1828	Russia_KrasnoyarskKrai_MLBA_Andronovo	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1829.AG	I1829	Russia_Altai_Afanasievo	Russia_Altai_Afanasievo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1836.AG	I1836	Spain_MBA	Spain_MBA	IBERIA	Iberia	T1	TARGET
I1838.AG	I1838	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I1840.AG	I1840	Spain_MBA	Spain_MBA	IBERIA	Iberia	T1	TARGET
I1843.AG	I1843	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I1851.AG	I1851	Russia_KrasnoyarskKrai_MLBA_Andronovo	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1852.AG	I1852	Russia_KrasnoyarskKrai_MLBA_Andronovo	Russia_KrasnoyarskKrai_MLBA_Andronovo	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1853.AG	I1853	Russia_KrasnoyarskKrai_MLBA	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1856.AG	I1856	Russia_KrasnoyarskKrai_MLBA	Russia_KrasnoyarskKrai_MLBA	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1863.AG	I1863	Mexico_2750BP	Mexico_2750BP	OUTGROUP	Americas	T1	OUTGROUP
I1864.AG	I1864	Mexico_950BP	Mexico_950BP	OUTGROUP	Americas	T0	OUTGROUP
I1867.AG	I1867	Mexico_700BP	Mexico_700BP	OUTGROUP	Americas	T0	OUTGROUP
I1887.AG	I1887	Hungary_MN_Vinca	Hungary_MN_Vinca	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1889.AG	I1889	Hungary_MN_Vinca	Hungary_MN_Vinca	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1890.AG	I1890	Hungary_LN_Sopot	Hungary_LN_Sopot	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1891.AG	I1891	Hungary_LN_Sopot	Hungary_LN_Sopot	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1892.AG	I1892	Hungary_Avar-2	Hungary_Avar-2	EUROPE_CONTROL	Central_Europe	T0	CONTROL
I1894.AG	I1894	Hungary_MN_Vinca	Hungary_MN_Vinca	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1896.AG	I1896	Hungary_MN_Vinca	Hungary_MN_Vinca	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1899.AG	I1899	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1900.AG	I1900	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1901.AG	I1901	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1903.AG	I1903	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1906.AG	I1906	Hungary_LN_Lengyel	Hungary_LN_Lengyel	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1908.AG	I1908	Hungary_C_Balaton_Lasinja	Hungary_C_Balaton_Lasinja	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1909.AG	I1909	Hungary_C_Balaton_Lasinja	Hungary_C_Balaton_Lasinja	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I1929.AG	I1929	Ukraine_Ternopil_Eneolithic_Trypillia	Ukraine_Ternopil_Eneolithic_Trypillia	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1934.AG	I1934	Israel_MLBA	Israel_MLBA	LEVANT	Levant	T1	TARGET
I1955.AG	I1955	Iran_GanjDareh_Historic	Iran_GanjDareh_Historic	OUTGROUP	Iran	T0	OUTGROUP
I1958.AG	I1958	Russia_Tyumen_EN_Mesolithic	Russia_Tyumen_EN_Mesolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1959.AG	I1959	Russia_Omsk_N	Russia_Omsk_N	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1960.AG	I1960	Russia_Tyumen_EN_Mesolithic	Russia_Tyumen_EN_Mesolithic	EUROPE_CONTROL	Eastern_Europe	T2	CONTROL
I1965.AG	I1965	Russia_AltaiKrai_N	Russia_AltaiKrai_N	EUROPE_CONTROL	Eastern_Europe	T1	CONTROL
I1972.AG	I1972	Spain_EN	Spain_EN	IBERIA	Iberia	T2	TARGET
I1975.AG	I1975	Spain_C	Spain_C	IBERIA	Iberia	T1	TARGET
I0166.AG	I0166	Germany_HalberstadtSonntagsfeld_N	Germany_HalberstadtSonntagsfeld_N	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I2014.AG	I2014	Germany_HalberstadtSonntagsfeld_EN_LBK	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I2020.AG	I2020	Germany_HalberstadtSonntagsfeld_EN_LBK	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I2022.AG	I2022	Germany_HalberstadtSonntagsfeld_EN_LBK	Germany_HalberstadtSonntagsfeld_EN_LBK	EUROPE_CONTROL	Central_Europe	T2	CONTROL
I2177.AG	I2177	Bulgaria_Smyadovo_EBA	Bulgaria_Smyadovo_EBA	EUROPE_CONTROL	Balkans	T1	CONTROL
I2403.AG	I2403	Poland_GlobularAmphora	Poland_GlobularAmphora	EUROPE_CONTROL	Central_Europe	T1	CONTROL
I2417.AG	I2417	England_BellBeaker-olowEEF	England_BellBeaker-olowEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2428.AG	I2428	Bulgaria_Smyadovo_C	Bulgaria_Smyadovo_C	EUROPE_CONTROL	Balkans	T2	CONTROL
I2458.AG	I2458	England_MBA-ohighEEF	England_MBA-ohighEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2461.AG	I2461	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2462.AG	I2462	England_Thanet_EBA_C-ohighEEF	England_Thanet_EBA_C-ohighEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2464.AG	I2464	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2477.AG	I2477	Italy_EmiliaRomagna_BellBeaker2-2	Italy_EmiliaRomagna_BellBeaker2-2	EUROPE_CONTROL	Southern_Europe	T1	CONTROL
I2509.AG	I2509	Bulgaria_Dzhulyunitsa_C	Bulgaria_Dzhulyunitsa_C	EUROPE_CONTROL	Balkans	T2	CONTROL
I2510.AG	I2510	Bulgaria_Dzhulyunitsa_EBA-1	Bulgaria_Dzhulyunitsa_EBA-1	EUROPE_CONTROL	Balkans	T1	CONTROL
I2513.AG	I2513	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	T1	OUTGROUP
I2514.AG	I2514	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	T1	OUTGROUP
I2519.AG	I2519	Bulgaria_Dzhulyunitsa_C	Bulgaria_Dzhulyunitsa_C	EUROPE_CONTROL	Balkans	T2	CONTROL
I2520.AG	I2520	Bulgaria_Dzhulyunitsa_EBA	Bulgaria_Dzhulyunitsa_EBA	EUROPE_CONTROL	Balkans	T1	CONTROL
I2525.AG	I2525	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	EUROPE_CONTROL	Balkans	T0	CONTROL
I2530.AG	I2530	NorthMacedonia_Medieval	NorthMacedonia_Medieval	EUROPE_CONTROL	Balkans	T0	CONTROL
I2532.AG	I2532	Romania_Eneolithic-oEEF	Romania_Eneolithic-oEEF	EUROPE_CONTROL	Balkans	T2	CONTROL
I2533.AG	I2533	Romania_Eneolithic-oEEF	Romania_Eneolithic-oEEF	EUROPE_CONTROL	Balkans	T2	CONTROL
I2534.AG	I2534	Romania_Mesolithic	Romania_Mesolithic	EUROPE_CONTROL	Balkans	T2	CONTROL
I2557.AG	I2557	Peru_EIP_1350BP	Peru_EIP_1350BP	OUTGROUP	Americas	T0	OUTGROUP
I2558.AG	I2558	Peru_EIP_1350BP	Peru_EIP_1350BP	OUTGROUP	Americas	T0	OUTGROUP
I2560.AG	I2560	Peru_MiddleHolocene_950BP	Peru_MiddleHolocene_950BP	OUTGROUP	Americas	T0	OUTGROUP
I2563.AG	I2563	Peru_LIP	Peru_LIP	OUTGROUP	Americas	T0	OUTGROUP
I2566.AG	I2566	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2567.AG	I2567	Scotland_EBA_C	Scotland_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2568.AG	I2568	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2573.AG	I2573	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2596.AG	I2596	England_EBA_C-olowEEF	England_EBA_C-olowEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2600.AG	I2600	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2601.AG	I2601	England_Thanet_EBA_C	England_Thanet_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2602.AG	I2602	England_Thanet_EBA_C	England_Thanet_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2605.AG	I2605	England_N	England_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2609.AG	I2609	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2610.AG	I2610	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2612.AG	I2612	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2618.AG	I2618	England_EBA_C	England_EBA_C	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2630.AG	I2630	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2631.AG	I2631	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2633.AG	I2633	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2635.AG	I2635	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2637.AG	I2637	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2639.AG	I2639	England_MBA	England_MBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2650.AG	I2650	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2651.AG	I2651	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2653.AG	I2653	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2654.AG	I2654	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2655.AG	I2655	Scotland_MBA	Scotland_MBA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2659.AG	I2659	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2660.AG	I2660	Scotland_N_mediumlowEEF-omediumlowEEF	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2691.AG	I2691	Scotland_N_mediumlowEEF-omediumlowEEF	Scotland_N_mediumlowEEF-omediumlowEEF	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2692.AG	I2692	Scotland_EIA	Scotland_EIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2693.AG	I2693	Scotland_LIA	Scotland_LIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2694.AG	I2694	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2695.AG	I2695	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2696.AG	I2696	Scotland_LIA_MIA	Scotland_LIA_MIA	EUROPE_CONTROL	British_Isles	T1	CONTROL
I2704.AG	I2704	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	T0	OUTGROUP
I2705.AG	I2705	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	T0	OUTGROUP
I2706.AG	I2706	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	T0	OUTGROUP
I2708.AG	I2708	USA_California_3000BP	USA_California_3000BP	OUTGROUP	Americas	T1	OUTGROUP
I2709.AG	I2709	USA_California_4900BP	USA_California_4900BP	OUTGROUP	Americas	T1	OUTGROUP
I2710.AG	I2710	USA_California_7400BP	USA_California_7400BP	OUTGROUP	Americas	T2	OUTGROUP
I2711.AG	I2711	USA_California_7400BP	USA_California_7400BP	OUTGROUP	Americas	T2	OUTGROUP
