sample_id	master_id	group_id	population	region	subregion	country	latitude	longitude	date_mean_bp	date_sd_bp	snps_1240k	assessment	layer	role
I4236.AG	I4236	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3450	289	840548	PASS	T1	OUTGROUP
I4238.AG	I4238	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3112	36	940164	PASS	T1	OUTGROUP
I4239.AG	I4239	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3257	48	946034	PASS	T1	OUTGROUP
I4241.AG	I4241	Iran_HajjiFiruz_N	Iran_HajjiFiruz_N	OUTGROUP	Iran	Iran	36.9944	45.4744	7904	37	933443	PASS	T2	OUTGROUP
I4243.AG	I4243	Iran_HajjiFiruz_BA	Iran_HajjiFiruz_BA	OUTGROUP	Iran	Iran	36.9944	45.4744	4312	59	963259	QUESTIONABLE	T1	OUTGROUP
I4245.AG	I4245	Spain_C	Spain_C	IBERIA	Iberia	Spain	40.439722	-3.506389	4316	55	30847	PASS	T1	TARGET
I4246.AG	I4246	Spain_C-oAfrica	Spain_C-oAfrica	IBERIA	Iberia	Spain	40.439722	-3.506389	4209	55	697864	PASS	T1	TARGET
I4248.AG	I4248	Germany_IrlbachLKR_BellBeaker	Germany_IrlbachLKR_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.841	12.75	4200	144	25765	PASS	T1	CONTROL
I4249.AG	I4249	Germany_IrlbachLKR_BellBeaker	Germany_IrlbachLKR_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.841	12.75	4186	52	112841	PASS	T1	CONTROL
I4250.AG	I4250	Germany_IrlbachLKR_BellBeaker	Germany_IrlbachLKR_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.841	12.75	4220	60	95239	PASS	T1	CONTROL
I4269.AG	I4269	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2753	11	980861	PASS	T1	OUTGROUP
I4272.AG	I4272	Iran_DinkhaTepe_BA_IA1-1	Iran_DinkhaTepe_BA_IA1-1	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3774	40	944111	PASS	T1	OUTGROUP
I4273.AG	I4273	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	2967	44	904194	PASS	T1	OUTGROUP
I4280.AG	I4280	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2737	14	928592	PASS	T1	OUTGROUP
I4290.AG	I4290	Tajikistan_C	Tajikistan_C	OUTGROUP	Central_Asia	Tajikistan	39.507222	67.460833	5450	115	460700	PASS	T1	OUTGROUP
I4304.AG	I4304	France_MN-1	France_MN-1	EUROPE_CONTROL	NW_Europe	France	43.457	5.863	6637	55	829109	PASS	T2	CONTROL
I4305.AG	I4305	France_MN-1	France_MN-1	EUROPE_CONTROL	NW_Europe	France	43.457	5.863	6680	49	799085	PASS	T2	CONTROL
I4308.AG	I4308	France_MN-1	France_MN-1	EUROPE_CONTROL	NW_Europe	France	43.34	5.06	5450	58	62941	PASS	T1	CONTROL
I4318.AG	I4318	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3656	46	875794	PASS	T1	OUTGROUP
I4329.AG	I4329	Spain_EBA	Spain_EBA	IBERIA	Iberia	Spain	39.505018	3.301983	4333	54	279537	PASS	T1	TARGET
I4349.AG	I4349	Iran_HajjiFiruz_N	Iran_HajjiFiruz_N	OUTGROUP	Iran	Iran	36.9944	45.4744	7747	49	888495	PASS	T2	OUTGROUP
I4357.AG	I4357	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2821	28	763926	PASS	T1	OUTGROUP
I4383.AG	I4383	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	Italy	37.8724	13.9346	3950	346	15838	PASS	T1	CONTROL
I4420.AG	I4420	Spain_MBA	Spain_MBA	IBERIA	Iberia	Spain	38.686574	1.421209	3748	51	769744	PASS	T1	TARGET
I4421.AG	I4421	Malawi_LSA_5200BP	Malawi_LSA_5200BP	EAST_AFRICA	East_Africa	Malawi	-14.375786	33.823623	5150	115	215270	PASS	T1	OUTGROUP
I4422.AG	I4422	Malawi_LSA_5200BP	Malawi_LSA_5200BP	EAST_AFRICA	East_Africa	Malawi	-14.375786	33.823623	5156	86	51565	PASS	T1	OUTGROUP
I4426.AG	I4426	Malawi_LSA_2500BP	Malawi_LSA_2500BP	EAST_AFRICA	East_Africa	Malawi	-10.786153	33.765371	2408	65	1016901	PASS	T1	OUTGROUP
I4427.AG	I4427	Malawi_LSA_6000BP	Malawi_LSA_6000BP	EAST_AFRICA	East_Africa	Malawi	-10.786153	33.765371	6009	72	247169	PASS	T2	OUTGROUP
I4450.AG	I4450	Vanuatu_150BP	Vanuatu_150BP	OUTGROUP	Other	Vanuatu	-17.678839	168.534731	215	124	802496	PASS	T0	OUTGROUP
I4451.AG	I4451	Vanuatu_2300BP	Vanuatu_2300BP	OUTGROUP	Other	Vanuatu	-17.689401	168.289509	2260	58	750176	PASS	T1	OUTGROUP
I4458.AG	I4458	Thailand_BA	Thailand_BA	OUTGROUP	SE_Asia	Thailand	17.407901	103.240434	2603	69	34812	PASS	T1	OUTGROUP
I4468.AG	I4468	Malawi_LSA_6000BP	Malawi_LSA_6000BP	EAST_AFRICA	East_Africa	Malawi	-10.786153	33.765371	6039	76	179116	PASS	T2	OUTGROUP
I4472.AG	I4472	Turkey_Ancient-1	Turkey_Ancient-1	OUTGROUP	Anatolia	Turkey	41.313	36.33	2126	101	797461	PASS	T1	OUTGROUP
I4473.AG	I4473	Turkey_Ancient-2	Turkey_Ancient-2	OUTGROUP	Anatolia	Turkey	41.313	36.33	2126	101	804450	PASS	T1	OUTGROUP
I4474.AG	I4474	Turkey_LateAntiquity_Byzantine	Turkey_LateAntiquity_Byzantine	OUTGROUP	Anatolia	Turkey	37.177	40.952	1308	16	784508	PASS	T0	OUTGROUP
I4475.AG	I4475	Turkey_EarlyMedieval_Byzantine	Turkey_EarlyMedieval_Byzantine	OUTGROUP	Anatolia	Turkey	37.177	40.952	1228	29	829760	PASS	T0	OUTGROUP
I4478.AG	I4478	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4700	87	643936	PASS	T1	OUTGROUP
I4480.AG	I4480	Turkey_C	Turkey_C	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	5193	91	360859	PASS	T1	OUTGROUP
I4481.AG	I4481	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4711	66	686105	PASS	T1	OUTGROUP
I4483.AG	I4483	Turkey_C-1	Turkey_C-1	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	5176	83	598378	QUESTIONABLE	T1	OUTGROUP
I4518.AG	I4518	Israel_MLBA	Israel_MLBA	LEVANT	Levant	Israel	32.584242	35.185456	3375	72	249287	PASS	T1	TARGET
I4519.AG	I4519	Israel_MLBA	Israel_MLBA	LEVANT	Levant	Israel	32.584242	35.185456	3425	22	125649	PASS	T1	TARGET
I4521.AG	I4521	Israel_IBA	Israel_IBA	LEVANT	Levant	Israel	32.584242	35.185456	4194	43	529900	PASS	T1	TARGET
I4525.AG	I4525	Israel_MLBA	Israel_MLBA	LEVANT	Levant	Israel	32.584242	35.185456	3500	29	203695	PASS	T1	TARGET
I4529.AG	I4529	Turkey_LateAntiquity_ImperialRoman	Turkey_LateAntiquity_ImperialRoman	OUTGROUP	Anatolia	Turkey	41.313	36.33	1716	27	777051	PASS	T0	OUTGROUP
I4530.AG	I4530	Turkey_LateAntiquity_ImperialRoman-1	Turkey_LateAntiquity_ImperialRoman-1	OUTGROUP	Anatolia	Turkey	41.313	36.33	1648	34	774633	PASS	T0	OUTGROUP
I4531.AG	I4531	Turkey_LateAntiquity_ImperialRoman	Turkey_LateAntiquity_ImperialRoman	OUTGROUP	Anatolia	Turkey	41.313	36.33	1665	32	780176	PASS	T0	OUTGROUP
I4532.AG	I4532	Turkey_EarlyMedieval_Byzantine	Turkey_EarlyMedieval_Byzantine	OUTGROUP	Anatolia	Turkey	37.177	40.952	1222	36	847835	PASS	T0	OUTGROUP
I4533.AG	I4533	Turkey_EarlyMedieval_Byzantine	Turkey_EarlyMedieval_Byzantine	OUTGROUP	Anatolia	Turkey	37.177	40.952	1116	32	792488	PASS	T0	OUTGROUP
I4534.AG	I4534	Turkey_EarlyMedieval_Byzantine	Turkey_EarlyMedieval_Byzantine	OUTGROUP	Anatolia	Turkey	37.177	40.952	1200	87	841003	PASS	T0	OUTGROUP
I4539.AG	I4539	Turkey_OttomanPeriod	Turkey_OttomanPeriod	OUTGROUP	Anatolia	Turkey	37.415	41.373	437	56	778645	PASS	T0	OUTGROUP
I4540.AG	I4540	Turkey_OttomanPeriod	Turkey_OttomanPeriod	OUTGROUP	Anatolia	Turkey	37.415	41.373	410	57	825522	PASS	T0	OUTGROUP
I4550.AG	I4550	Latvia_MiddleMesolithic_Kunda	Latvia_MiddleMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	8489	38	774358	PASS	T2	CONTROL
I4551.AG	I4551	Latvia_LateMesolithic_Kunda	Latvia_LateMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7670	32	709324	PASS	T2	CONTROL
I4552.AG	I4552	Latvia_EMN_Narva	Latvia_EMN_Narva	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7369	30	757727	PASS	T2	CONTROL
I4553.AG	I4553	Latvia_EMN_Narva	Latvia_EMN_Narva	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7370	29	519363	PASS	T2	CONTROL
I4554.AG	I4554	Latvia_MN-3	Latvia_MN-3	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	5946	39	736109	PASS	T1	CONTROL
I4558.AG	I4558	Spain_MBA-oNorthEurope	Spain_MBA-oNorthEurope	IBERIA	Iberia	Spain	41.2916	1.0638	3550	58	648512	QUESTIONABLE	T1	TARGET
I4559.AG	I4559	Spain_MBA	Spain_MBA	IBERIA	Iberia	Spain	41.2916	1.0638	3550	58	363732	PASS	T1	TARGET
I4560.AG	I4560	Spain_MBA	Spain_MBA	IBERIA	Iberia	Spain	41.2916	1.0638	3550	58	883523	PASS	T1	TARGET
I4561.AG	I4561	Spain_MBA	Spain_MBA	IBERIA	Iberia	Spain	41.2916	1.0638	3550	58	905372	PASS	T1	TARGET
I4562.AG	I4562	Spain_EBA	Spain_EBA	IBERIA	Iberia	Spain	41.2916	1.0638	3614	37	729420	PASS	T1	TARGET
I4563.AG	I4563	Spain_MBA	Spain_MBA	IBERIA	Iberia	Spain	41.2916	1.0638	3550	58	427332	PASS	T1	TARGET
I4565.AG	I4565	Spain_C	Spain_C	IBERIA	Iberia	Spain	41.2916	1.0638	4915	37	682514	PASS	T1	TARGET
I4566.AG	I4566	Kazakhstan_MLBA-o	Kazakhstan_MLBA-o	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3573	47	317795	PASS	T1	OUTGROUP
I4567.AG	I4567	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3626	37	200466	CRITICAL	T1	OUTGROUP
I4568.AG	I4568	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3631	38	213680	QUESTIONABLE	T1	OUTGROUP
I4582.AG	I4582	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.517	22.722	9249	79	942017	PASS	T2	CONTROL
I4595.AG	I4595	Latvia_LateMesolithic_Kunda	Latvia_LateMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7637	24	796672	PASS	T2	CONTROL
I4596.AG	I4596	Latvia_LateMesolithic_Kunda	Latvia_LateMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7970	28	822091	PASS	T2	CONTROL
I4607.AG	I4607	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.626111	22.605833	8927	190	326978	PASS	T2	CONTROL
I4613.AG	I4613	Turkey_LateAntiquity_Byzantine	Turkey_LateAntiquity_Byzantine	OUTGROUP	Anatolia	Turkey	37.415	41.373	1350	58	794238	PASS	T0	OUTGROUP
I4614.AG	I4614	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4955	62	347463	PASS	T1	OUTGROUP
I4615.AG	I4615	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4991	73	761925	PASS	T1	OUTGROUP
I4616.AG	I4616	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4678	83	31035	PASS	T1	OUTGROUP
I4617.AG	I4617	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	5000	375	13493	PASS	T1	OUTGROUP
I4619.AG	I4619	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4635	92	585997	PASS	T1	OUTGROUP
I4620.AG	I4620	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4660	87	15736	PASS	T1	OUTGROUP
I4621.AG	I4621	Turkey_EBA	Turkey_EBA	OUTGROUP	Anatolia	Turkey	37.5432	41.8662	4571	92	5452	QUESTIONABLE	T1	OUTGROUP
I4626.AG	I4626	Latvia_LateMesolithic_Kunda	Latvia_LateMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	7677	57	386827	PASS	T2	CONTROL
I4629.AG	I4629	Latvia_LN_CordedWare	Latvia_LN_CordedWare	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	4842	101	260619	PASS	T1	CONTROL
I4630.AG	I4630	Latvia_EarlyMesolithic_HG-oEHG	Latvia_EarlyMesolithic_HG-oEHG	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	9218	111	763265	PASS	T2	CONTROL
Latvia_HG1.AG	Latvia_HG1	Latvia_MiddleMesolithic_Kunda	Latvia_MiddleMesolithic_Kunda	EUROPE_CONTROL	Northern_Europe	Latvia	56.2833	25.1333	8316	67	797465	PASS	T2	CONTROL
I4634.AG	I4634	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	Turkmenistan	38.348048	56.24543	4998	87	793353	PASS	T1	OUTGROUP
I4635.AG	I4635	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	Turkmenistan	38.348048	56.24543	5450	115	795243	PASS	T1	OUTGROUP
I4654.AG	I4654	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.626111	22.605833	9025	217	746201	PASS	T2	CONTROL
I4655.AG	I4655	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.626111	22.605833	8764	138	61111	PASS	T2	CONTROL
I4657.AG	I4657	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	11465	139	33320	PASS	T2	CONTROL
I4660.AG	I4660	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	9713	90	80357	PASS	T2	CONTROL
I4664.AG	I4664	Serbia_IronGates_ImperialRoman	Serbia_IronGates_ImperialRoman	EUROPE_CONTROL	Balkans	Serbia	44.552924	22.027563	1724	43	21355	PASS	T0	CONTROL
I4665.AG	I4665	Serbia_IronGates_N	Serbia_IronGates_N	EUROPE_CONTROL	Balkans	Serbia	44.552924	22.027563	8006	86	23596	PASS	T2	CONTROL
I4666.AG	I4666	Serbia_IronGates_N-oHG	Serbia_IronGates_N-oHG	EUROPE_CONTROL	Balkans	Serbia	44.552924	22.027563	8017	89	40154	PASS	T2	CONTROL
I4773.AG	I4773	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	46.965867	80.034733	3508	32	798524	PASS	T1	OUTGROUP
I4774.AG	I4774	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	46.965867	80.034733	3503	33	798279	PASS	T1	OUTGROUP
I4776.AG	I4776	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3656	46	785736	PASS	T1	OUTGROUP
I4778.AG	I4778	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.781767	76.453033	3562	46	715192	PASS	T1	OUTGROUP
I4779.AG	I4779	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3631	38	741458	PASS	T1	OUTGROUP
I4780.AG	I4780	Kazakhstan_MLBA-o	Kazakhstan_MLBA-o	OUTGROUP	Central_Asia	Kazakhstan	48.74175	76.995733	3649	44	269796	PASS	T1	OUTGROUP
I4782.AG	I4782	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	46.94785	79.988083	3609	38	783236	PASS	T1	OUTGROUP
I4783.AG	I4783	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	46.94785	79.988083	3456	29	729845	PASS	T1	OUTGROUP
I4784.AG	I4784	Kazakhstan_MLBA-1	Kazakhstan_MLBA-1	OUTGROUP	Central_Asia	Kazakhstan	43.24655	77.813814	3508	32	788992	PASS	T1	OUTGROUP
I4785.AG	I4785	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	52.943314	76.488292	2675	80	3661	CRITICAL	T1	OUTGROUP
I4787.AG	I4787	Kazakhstan_MLBA1-1	Kazakhstan_MLBA1-1	OUTGROUP	Central_Asia	Kazakhstan	50.21112	55.964114	3216	51	788753	PASS	T1	OUTGROUP
I4789.AG	I4789	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	42.689433	73.117483	3487	37	859055	PASS	T1	OUTGROUP
I4790.AG	I4790	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	42.689433	73.117483	3425	22	845540	PASS	T1	OUTGROUP
I4791.AG	I4791	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	42.689433	73.117483	3449	28	127862	QUESTIONABLE	T1	OUTGROUP
I4794.AG	I4794	Kazakhstan_MLBA2-2	Kazakhstan_MLBA2-2	OUTGROUP	Central_Asia	Kazakhstan	50.21112	55.964114	3450	58	375911	PASS	T1	OUTGROUP
I4798.AG	I4798	Italy_Sicily_IA_a_IA_b_Punic	Italy_Sicily_IA_a_IA_b_Punic	EUROPE_CONTROL	Southern_Europe	Italy	37.5353	12.2637	2442	76	843832	PASS	T1	CONTROL
I4799.AG	I4799	Italy_Sicily_IA_a_IA_b_Punic	Italy_Sicily_IA_a_IA_b_Punic	EUROPE_CONTROL	Southern_Europe	Italy	37.5353	12.2637	2442	76	848586	PASS	T1	CONTROL
I4800.AG	I4800	Italy_Sicily_IA_a_IA_b_Punic	Italy_Sicily_IA_a_IA_b_Punic	EUROPE_CONTROL	Southern_Europe	Italy	37.5353	12.2637	2554	99	741912	PASS	T1	CONTROL
I4803.AG	I4803	Slovakia_Medieval-2	Slovakia_Medieval-2	EUROPE_CONTROL	Central_Europe	Slovakia	48.217423	16.97269	1130	40	785302	PASS	T0	CONTROL
I4870.AG	I4870	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8740	147	627179	PASS	T2	CONTROL
I4871.AG	I4871	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	9750	1155	522287	PASS	T2	CONTROL
I4872.AG	I4872	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	9750	1155	346625	PASS	T2	CONTROL
I4873.AG	I4873	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	7867	50	814969	PASS	T2	CONTROL
I4874.AG	I4874	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8499	46	812674	PASS	T2	CONTROL
I4875.AG	I4875	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8458	62	827588	PASS	T2	CONTROL
I4876.AG	I4876	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8455	75	814023	PASS	T2	CONTROL
I4877.AG	I4877	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8505	52	829372	PASS	T2	CONTROL
I4878.AG	I4878	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	7803	82	811929	PASS	T2	CONTROL
I4880.AG	I4880	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	7813	79	822438	PASS	T2	CONTROL
I4881.AG	I4881	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	8869	80	836540	PASS	T2	CONTROL
I4882.AG	I4882	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.533055	22.04991	7825	101	844262	PASS	T2	CONTROL
I4884.AG	I4884	Czechia_EBA	Czechia_EBA	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	3758	45	848520	PASS	T1	CONTROL
I4885.AG	I4885	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4170	47	812670	PASS	T1	CONTROL
I4886.AG	I4886	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4088	54	840024	PASS	T1	CONTROL
I4887.AG	I4887	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4071	54	812383	PASS	T1	CONTROL
I4888.AG	I4888	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4038	42	827573	PASS	T1	CONTROL
I4889.AG	I4889	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4131	50	841855	PASS	T1	CONTROL
I4890.AG	I4890	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4250	289	39106	PASS	T1	CONTROL
I4891.AG	I4891	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4131	50	835163	PASS	T1	CONTROL
I4892.AG	I4892	Czechia_EBA	Czechia_EBA	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	3754	47	820058	PASS	T1	CONTROL
I4893.AG	I4893	Czechia_N	Czechia_N	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	6345	31	831246	PASS	T2	CONTROL
I4894.AG	I4894	Czechia_N	Czechia_N	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	6371	38	828873	PASS	T2	CONTROL
I4895.AG	I4895	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.0504154	14.3667267	4106	52	809530	PASS	T1	CONTROL
I4896.AG	I4896	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.0504154	14.3667267	4163	48	817310	PASS	T1	CONTROL
I4899.AG	I4899	Uzbekistan_BA	Uzbekistan_BA	OUTGROUP	Central_Asia	Uzbekistan	37.666667	67.0	3400	87	80727	PASS	T1	OUTGROUP
I4901.AG	I4901	Uzbekistan_Antiquity	Uzbekistan_Antiquity	OUTGROUP	Central_Asia	Uzbekistan	37.75	67.0	1750	288	788726	PASS	T0	OUTGROUP
I4910.AG	I4910	Tajikistan_C	Tajikistan_C	OUTGROUP	Central_Asia	Tajikistan	39.507222	67.460833	5526	40	796307	PASS	T1	OUTGROUP
I4914.AG	I4914	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.64026	22.30333	8088	84	820783	PASS	T2	CONTROL
I4915.AG	I4915	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.64026	22.30333	8115	101	830559	PASS	T2	CONTROL
I4916.AG	I4916	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.64026	22.30333	8763	128	801655	PASS	T2	CONTROL
I4917.AG	I4917	Serbia_IronGates_Mesolithic	Serbia_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Serbia	44.64026	22.30333	8058	65	802405	PASS	T2	CONTROL
I4918.AG	I4918	Serbia_EN_Starcevo-o	Serbia_EN_Starcevo-o	EUROPE_CONTROL	Balkans	Serbia	44.4863889	21.0761111	7600	202	829174	PASS	T2	CONTROL
I4936.AG	I4936	Italy_Sicily_BellBeaker	Italy_Sicily_BellBeaker	EUROPE_CONTROL	Southern_Europe	Italy	37.73497	12.9619	4150	173	24332	PASS	T1	CONTROL
I4945.AG	I4945	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.1217475	14.4569508	4177	45	533968	PASS	T1	CONTROL
I4946.AG	I4946	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.0504154	14.3667267	4188	43	379272	PASS	T1	CONTROL
I4947.AG	I4947	Czechia_BellBeaker	Czechia_BellBeaker	EUROPE_CONTROL	Central_Europe	Czechia	50.0504154	14.3667267	4300	87	6831	PASS	T1	CONTROL
I4950.AG	I4950	England_BellBeaker	England_BellBeaker	EUROPE_CONTROL	British_Isles	United Kingdom	51.289876	-1.807234	4250	289	777461	PASS	T1	CONTROL
I4951.AG	I4951	England_BellBeaker	England_BellBeaker	EUROPE_CONTROL	British_Isles	United Kingdom	51.23998	-1.760126	4250	289	183897	PASS	T1	CONTROL
I4971.AG	I4971	Hungary_EN_HG_Koros-oWHG	Hungary_EN_HG_Koros-oWHG	EUROPE_CONTROL	Central_Europe	Hungary	47.559165	20.721246	7599	52	401024	PASS	T2	CONTROL
