sample_id	master_id	group_id	population	region	subregion	country	latitude	longitude	date_mean_bp	date_sd_bp	snps_1240k	assessment	layer	role
I2629.AG	I2629	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.744956	-2.916882	4800	289	30119	PASS	T1	CONTROL
I2634.AG	I2634	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	58.535419	-3.5983408	5567	51	486114	QUESTIONABLE	T1	CONTROL
I2636.AG	I2636	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.353914	-2.8733368	5397	46	861331	PASS	T1	CONTROL
I2657.AG	I2657	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.42	-5.472	5814	55	150086	CRITICAL	T1	CONTROL
I2658.AG	I2658	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.42	-5.472	5825	72	100156	PASS	T1	CONTROL
I2683.AG	I2683	Turkey_BA	Turkey_BA	OUTGROUP	Anatolia	Turkey	37.91774	30.70839	4479	41	954087	PASS	T1	OUTGROUP
I2699.AG	I2699	Scotland_LIA	Scotland_LIA	EUROPE_CONTROL	British_Isles	United Kingdom	57.4	-7.399	2000	49	54244	QUESTIONABLE	T1	CONTROL
I2703.AG	I2703	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	USA	34.001891	-120.1925	600	58	787594	PASS	T0	OUTGROUP
I2707.AG	I2707	USA_California_LateHolocene_Chumash_Barbareno	USA_California_LateHolocene_Chumash_Barbareno	OUTGROUP	Americas	USA	34.001891	-120.1925	600	58	819734	PASS	T0	OUTGROUP
I2715.AG	I2715	USA_NewMexico_Chaco	USA_NewMexico_Chaco	OUTGROUP	Americas	USA	36.060663	-107.961666	943	12	170677	PASS	T0	OUTGROUP
I2716.AG	I2716	USA_NewMexico_Chaco	USA_NewMexico_Chaco	OUTGROUP	Americas	USA	36.060663	-107.961666	934	15	230872	PASS	T0	OUTGROUP
I2717.AG	I2717	USA_NewMexico_Chaco	USA_NewMexico_Chaco	OUTGROUP	Americas	USA	36.060663	-107.961666	859	38	144796	PASS	T0	OUTGROUP
I2718.AG	I2718	USA_NewMexico_Chaco	USA_NewMexico_Chaco	OUTGROUP	Americas	USA	36.060663	-107.961666	1018	31	43417	PASS	T0	OUTGROUP
I2719.AG	I2719	USA_NewMexico_Chaco	USA_NewMexico_Chaco	OUTGROUP	Americas	USA	36.060663	-107.961666	937	13	101161	PASS	T0	OUTGROUP
I2726.AG	I2726	Vietnam_N	Vietnam_N	OUTGROUP	SE_Asia	Vietnam	20.133333	105.983333	3850	173	11253	PASS	T1	OUTGROUP
I2731.AG	I2731	Vietnam_N	Vietnam_N	OUTGROUP	SE_Asia	Vietnam	20.133333	105.983333	3684	55	61850	PASS	T1	OUTGROUP
I2739.AG	I2739	Hungary_MN_LBK	Hungary_MN_LBK	EUROPE_CONTROL	Central_Europe	Hungary	46.208562	18.700047	7077	49	969162	PASS	T2	CONTROL
I2772.AG	I2772	Hungary_LateC_EBA_Yamnaya	Hungary_LateC_EBA_Yamnaya	EUROPE_CONTROL	Central_Europe	Hungary	47.0361961	20.8727161	4781	58	850675	PASS	T1	CONTROL
I2786.AG	I2786	Hungary_EBA_BellBeaker	Hungary_EBA_BellBeaker	EUROPE_CONTROL	Central_Europe	Hungary	47.383224	19.020252	4270	74	985306	PASS	T1	CONTROL
I2790.AG	I2790	Hungary_LateC_Protoboleraz	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	Central_Europe	Hungary	47.189141	20.004795	5625	39	1006771	PASS	T1	CONTROL
I2791.AG	I2791	Hungary_LateC_Protoboleraz	Hungary_LateC_Protoboleraz	EUROPE_CONTROL	Central_Europe	Hungary	47.189141	20.004795	5523	49	966331	PASS	T1	CONTROL
I2792.AG	I2792	Croatia_Vucedol-o	Croatia_Vucedol-o	EUROPE_CONTROL	Balkans	Croatia	45.335618	19.060547	4676	85	717378	PASS	T1	CONTROL
I2793.AG	I2793	Hungary_EarlyC_Bodrogkeresztur_Tiszapolgar	Hungary_EarlyC_Bodrogkeresztur_Tiszapolgar	EUROPE_CONTROL	Central_Europe	Hungary	47.191612	20.402331	6273	44	1002157	PASS	T2	CONTROL
I2794.AG	I2794	Hungary_EN_Koros	Hungary_EN_Koros	EUROPE_CONTROL	Central_Europe	Hungary	47.191612	20.402331	7564	43	993803	PASS	T2	CONTROL
I2796.AG	I2796	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	59.3101	-2.940715	5571	49	72151	PASS	T1	CONTROL
VK201.AG	VK201	Scotland_Viking-o	Scotland_Viking-o	EUROPE_CONTROL	British_Isles	United Kingdom	59.1341	-3.3234	1460	44	666641	PASS	T0	CONTROL
I2824.AG	I2824	Scotland_LIA	Scotland_LIA	EUROPE_CONTROL	British_Isles	United Kingdom	57.81	-7.094	1908	43	132344	CRITICAL	T0	CONTROL
I2868.AG	I2868	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1011	32	575695	PASS	T0	OUTGROUP
I2869.AG	I2869	India_Roopkund-B	India_Roopkund-B	OUTGROUP	South_Asia	India	30.2472046	79.7373962	143	87	585677	PASS	T0	OUTGROUP
I2870.AG	I2870	India_Roopkund-B	India_Roopkund-B	OUTGROUP	South_Asia	India	30.2472046	79.7373962	128	77	33435	PASS	T0	OUTGROUP
I2871.AG	I2871	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1099	46	453575	PASS	T0	OUTGROUP
I2872.AG	I2872	India_Roopkund-A	India_Roopkund-A	OUTGROUP	South_Asia	India	30.2472046	79.7373962	1099	46	203179	PASS	T0	OUTGROUP
I2918.AG	I2918	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	5566	48	47091	PASS	T1	OUTGROUP
I2927.AG	I2927	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4447	54	411068	PASS	T1	OUTGROUP
I2928.AG	I2928	Iran_TepeHissar_C	Iran_TepeHissar_C	OUTGROUP	Iran	Iran	36.1544444	54.3836111	4625	92	212462	PASS	T1	OUTGROUP
I2937.AG	I2937	Greece_Peloponnese_N	Greece_Peloponnese_N	EUROPE_CONTROL	Southern_Europe	Greece	36.638333	22.3825	7360	41	754078	PASS	T2	CONTROL
I2947.AG	I2947	Vietnam_N	Vietnam_N	OUTGROUP	SE_Asia	Vietnam	20.133333	105.983333	3850	173	52762	CRITICAL	T1	OUTGROUP
I2948.AG	I2948	Vietnam_BA	Vietnam_BA	OUTGROUP	SE_Asia	Vietnam	19.801	105.75	1947	30	62696	PASS	T0	OUTGROUP
I2960.AG	I2960	Pakistan_Medieval_Ghaznavid	Pakistan_Medieval_Ghaznavid	OUTGROUP	South_Asia	Pakistan	34.743194	72.314217	825	72	474888	QUESTIONABLE	T0	OUTGROUP
I2966.AG	I2966	Malawi_LSA_8500BP	Malawi_LSA_8500BP	EAST_AFRICA	East_Africa	Malawi	-11.659928	33.641921	8895	91	611593	CRITICAL	T2	OUTGROUP
I2967.AG	I2967	Malawi_LSA_8500BP	Malawi_LSA_8500BP	EAST_AFRICA	East_Africa	Malawi	-11.659928	33.641921	8018	75	97706	PASS	T2	OUTGROUP
I3023.AG	I3023	Wales_N	Wales_N	EUROPE_CONTROL	British_Isles	United Kingdom	52.034891	-3.193573	5300	231	126916	CRITICAL	T1	CONTROL
I3082.AG	I3082	England_MBA	England_MBA	EUROPE_CONTROL	British_Isles	United Kingdom	50.919204	-2.015441	3386	35	693275	PASS	T1	CONTROL
I3122.AG	I3122	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	Italy	37.908	13.478	4073	59	893995	PASS	T1	CONTROL
I3123.AG	I3123	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	Italy	37.908	13.478	4121	63	890446	PASS	T1	CONTROL
I3124.AG	I3124	Italy_Sicily_EBA	Italy_Sicily_EBA	EUROPE_CONTROL	Southern_Europe	Italy	37.908	13.478	3824	49	949435	PASS	T1	CONTROL
I3125.AG	I3125	Italy_Sicily_MBA-2	Italy_Sicily_MBA-2	EUROPE_CONTROL	Southern_Europe	Italy	37.908	13.478	3490	33	896744	PASS	T1	CONTROL
I3137.AG	I3137	Scotland_N	Scotland_N	EUROPE_CONTROL	British_Isles	United Kingdom	56.403333	-5.478056	4998	231	251258	PASS	T1	CONTROL
I3151.AG	I3151	Ukraine_VertebaCave_Eneolithic_Trypillia	Ukraine_VertebaCave_Eneolithic_Trypillia	EUROPE_CONTROL	Eastern_Europe	Ukraine	48.7889	25.8715	5528	40	86152	PASS	T1	CONTROL
I3209.AG	I3209	Spain_Mesolithic	Spain_Mesolithic	IBERIA	Iberia	Spain	40.418196	-0.11675	7815	51	24574	PASS	T2	TARGET
I3214.AG	I3214	Spain_MLN	Spain_MLN	IBERIA	Iberia	Spain	43.41022	-5.98496	5200	87	31190	PASS	T1	TARGET
I3225.AG	I3225	Turkey_Ancient-1	Turkey_Ancient-1	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2368	29	52678	PASS	T1	OUTGROUP
I3238.AG	I3238	Spain_C-oSteppe	Spain_C-oSteppe	IBERIA	Iberia	Spain	43.41022	-5.98496	4300	87	216599	PASS	T1	TARGET
I3239.AG	I3239	Spain_C-oSteppe	Spain_C-oSteppe	IBERIA	Iberia	Spain	43.41022	-5.98496	4300	87	48500	PASS	T1	TARGET
I3243.AG	I3243	Spain_C-oSteppe	Spain_C-oSteppe	IBERIA	Iberia	Spain	43.41022	-5.98496	4300	87	39656	PASS	T1	TARGET
I3260.AG	I3260	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	Pakistan	34.743194	72.314217	2908	29	645091	PASS	T1	OUTGROUP
I3261.AG	I3261	Pakistan_IA	Pakistan_IA	OUTGROUP	South_Asia	Pakistan	34.743194	72.314217	2925	72	25437	PASS	T1	OUTGROUP
I3262.AG	I3262	Pakistan_ProtohistoricGraves	Pakistan_ProtohistoricGraves	OUTGROUP	South_Asia	Pakistan	34.743194	72.314217	2844	41	823359	PASS	T1	OUTGROUP
I3276.AG	I3276	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.569508	-2.566083	4955	68	984073	PASS	T1	TARGET
I3277_alt.AG	I3277	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.569508	-2.566083	4950	87	119350	QUESTIONABLE	T1	TARGET
I3300.AG	I3300	Turkey_Ancient	Turkey_Ancient	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2350	58	7702	PASS	T1	OUTGROUP
I3310.AG	I3310	Turkey_Ancient-1	Turkey_Ancient-1	OUTGROUP	Anatolia	Turkey	37.044768	27.436551	2126	101	248580	PASS	T1	OUTGROUP
I3323.AG	I3323	Spain_IA	Spain_IA	IBERIA	Iberia	Spain	42.006615	3.078667	2226	50	307986	PASS	T1	TARGET
I3326.AG	I3326	Spain_IA-o	Spain_IA-o	IBERIA	Iberia	Spain	42.006615	3.078667	2175	14	98188	PASS	T1	TARGET
I3327.AG	I3327	Spain_IA	Spain_IA	IBERIA	Iberia	Spain	42.006615	3.078667	2175	14	250434	PASS	T1	TARGET
I3365.AG	I3365	Turkmenistan_BA1-1	Turkmenistan_BA1-1	OUTGROUP	Central_Asia	Turkmenistan	38.21228	62.03443	4050	231	14375	PASS	T1	OUTGROUP
I3374.AG	I3374	Turkmenistan_BA1-1	Turkmenistan_BA1-1	OUTGROUP	Central_Asia	Turkmenistan	38.21228	62.03443	3966	50	149150	PASS	T1	OUTGROUP
I3387.AG	I3387	Russia_Khakassia_Afanasievo	Russia_Khakassia_Afanasievo	EUROPE_CONTROL	Eastern_Europe	Russia	54.35661	90.919186	4700	87	933841	PASS	T1	CONTROL
I3442.AG	I3442	Belize_Archaic_5300BP_Maya	Belize_Archaic_5300BP_Maya	OUTGROUP	Americas	Belize	16.490597	-88.911694	4998	87	984255	QUESTIONABLE	T1	OUTGROUP
I3443.AG	I3443	Belize_9400BP_Archaic_Maya	Belize_9400BP_Archaic_Maya	OUTGROUP	Americas	Belize	16.490597	-88.911694	9301	81	458475	PASS	T2	OUTGROUP
I3448.AG	I3448	Kazakhstan_MLBA	Kazakhstan_MLBA	OUTGROUP	Central_Asia	Kazakhstan	45.132378	79.364394	3700	87	334149	PASS	T1	OUTGROUP
I3453.AG	I3453	Kazakhstan_LBA	Kazakhstan_LBA	OUTGROUP	Central_Asia	Kazakhstan	45.13427	79.36794	3100	87	8996	CRITICAL	T1	OUTGROUP
I3456.AG	I3456	Kazakhstan_LBA	Kazakhstan_LBA	OUTGROUP	Central_Asia	Kazakhstan	45.13427	79.36794	2994	42	21458	CRITICAL	T1	OUTGROUP
I3484.AG	I3484	Spain_EBA	Spain_EBA	IBERIA	Iberia	Spain	38.5781	-2.8417	4074	107	72354	PASS	T1	TARGET
I3492.AG	I3492	Spain_EBA_Cogotas	Spain_EBA_Cogotas	IBERIA	Iberia	Spain	40.8586	-5.3518	3450	202	141383	QUESTIONABLE	T1	TARGET
I3546.AG	I3546	Russia_Samara_Eneolithic_Ekaterinovka	Russia_Samara_Eneolithic_Ekaterinovka	EUROPE_CONTROL	Eastern_Europe	Russia	53.085611	49.465911	7363	39	142014	PASS	T2	CONTROL
I3584.AG	I3584	Spain_LateAntiquity	Spain_LateAntiquity	IBERIA	Iberia	Spain	36.957222	-4.12	1400	87	74641	CRITICAL	T0	TARGET
I3593.AG	I3593	Germany_StkrStraubing_BellBeaker	Germany_StkrStraubing_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.8833	12.5332	4207	56	215555	PASS	T1	CONTROL
I3596.AG	I3596	Germany_StkrStraubing_BellBeaker	Germany_StkrStraubing_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.8833	12.5332	4175	43	61203	PASS	T1	CONTROL
I3599.AG	I3599	Germany_StkrStraubing_BellBeaker	Germany_StkrStraubing_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.8833	12.5332	4175	43	114287	PASS	T1	CONTROL
I3602.AG	I3602	Germany_StkrStraubing_BellBeaker	Germany_StkrStraubing_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.8833	12.5332	4175	43	208721	PASS	T1	CONTROL
I3614.AG	I3614	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1550	231	972305	PASS	T0	OUTGROUP
I3615.AG	I3615	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1833	41	932002	PASS	T0	OUTGROUP
I3616.AG	I3616	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1641	38	807666	PASS	T0	OUTGROUP
I3617.AG	I3617	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1644	35	953684	PASS	T0	OUTGROUP
I3618.AG	I3618	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1550	231	930773	PASS	T0	OUTGROUP
I3620.AG	I3620	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1857	36	939947	PASS	T0	OUTGROUP
I3703.AG	I3703	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3300	115	648320	PASS	T1	TARGET
I3705.AG	I3705	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3344	44	940799	PASS	T1	TARGET
I3706.AG	I3706	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3304	41	918472	PASS	T1	TARGET
I3707.AG	I3707	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3286	43	941417	PASS	T1	TARGET
I3708.AG	I3708	Greece_Peloponnese_N	Greece_Peloponnese_N	EUROPE_CONTROL	Southern_Europe	Greece	36.638333	22.3825	6500	548	941066	PASS	T2	CONTROL
I3709.AG	I3709	Greece_Peloponnese_N	Greece_Peloponnese_N	EUROPE_CONTROL	Southern_Europe	Greece	36.638333	22.3825	5860	64	946235	PASS	T1	CONTROL
I3718.AG	I3718	Ukraine_Kirovohrad_N	Ukraine_Kirovohrad_N	EUROPE_CONTROL	Eastern_Europe	Ukraine	48.91422	33.76493	7217	43	505305	MERGE_PASS	T2	CONTROL
I3720.AG	I3720	Ukraine_Kirovohrad_N	Ukraine_Kirovohrad_N	EUROPE_CONTROL	Eastern_Europe	Ukraine	48.91422	33.76493	7233	44	62949	PASS	T2	CONTROL
I3721.AG	I3721	Ukraine_Kirovohrad_N	Ukraine_Kirovohrad_N	EUROPE_CONTROL	Eastern_Europe	Ukraine	48.91422	33.76493	6951	60	68823	PASS	T2	CONTROL
I3726.AG	I3726	Tanzania_3000BP	Tanzania_3000BP	EAST_AFRICA	East_Africa	Tanzania	-4.257273	35.318493	3023	57	847763	PASS	T1	OUTGROUP
I3727.AG	I3727	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1550	231	950784	PASS	T0	OUTGROUP
I3728.AG	I3728	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1496	44	843566	PASS	T0	OUTGROUP
I3731.AG	I3731	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1550	231	952209	PASS	T0	OUTGROUP
I3732.AG	I3732	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1235	41	901488	PASS	T0	OUTGROUP
I3734.AG	I3734	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1575	43	931580	PASS	T0	OUTGROUP
I3735.AG	I3735	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1532	29	933287	PASS	T0	OUTGROUP
I3736.AG	I3736	Taiwan_IA	Taiwan_IA	OUTGROUP	East_Asia	Taiwan	24.327778	121.765556	1550	231	834343	PASS	T0	OUTGROUP
I3757.AG	I3757	Spain_IA_CeltIberian-o	Spain_IA_CeltIberian-o	IBERIA	Iberia	Spain	42.565	-2.586319	2300	29	126986	PASS	T1	TARGET
I3758_alt.AG	I3758	Spain_IA_CeltIberian	Spain_IA_CeltIberian	IBERIA	Iberia	Spain	42.565	-2.586319	2226	50	871067	QUESTIONABLE	T1	TARGET
I3807.AG	I3807	Spain_NazariPeriod_Muslim	Spain_NazariPeriod_Muslim	IBERIA	Iberia	Spain	36.950833	-3.547222	400	29	152206	CRITICAL	T0	TARGET
I3809.AG	I3809	Spain_NazariPeriod_Muslim	Spain_NazariPeriod_Muslim	IBERIA	Iberia	Spain	36.950833	-3.547222	400	29	58508	PASS	T0	TARGET
I3832.AG	I3832	Israel_MLBA	Israel_MLBA	LEVANT	Levant	Israel	32.7	35.2	3300	58	297349	PASS	T1	TARGET
I3881.AG	I3881	NorthMacedonia_N-NotPermittedToPublish	NorthMacedonia_N-NotPermittedToPublish	EUROPE_CONTROL	Balkans	North Macedonia	41.366667	22.883333	6700	722	60581	PASS	T2	CONTROL
I3890.AG	I3890	Armenia_KarmirBlur_IA_Urartian	Armenia_KarmirBlur_IA_Urartian	OUTGROUP	Caucasus	Armenia	40.153888	44.453366	2700	87	38776	QUESTIONABLE	T1	OUTGROUP
I3892.AG	I3892	Armenia_KarmirBlur_IA_Urartian	Armenia_KarmirBlur_IA_Urartian	OUTGROUP	Caucasus	Armenia	40.153888	44.453366	2749	8	42711	PASS	T1	OUTGROUP
I3911.AG	I3911	Iran_DinkhaTepe_BA_IA1-1	Iran_DinkhaTepe_BA_IA1-1	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3450	289	969726	PASS	T1	OUTGROUP
I3912.AG	I3912	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3743	54	980118	PASS	T1	OUTGROUP
I3913.AG	I3913	Iran_DinkhaTepe_BA_IA1-1	Iran_DinkhaTepe_BA_IA1-1	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3842	52	979952	PASS	T1	OUTGROUP
I3914.AG	I3914	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	3028	43	986150	PASS	T1	OUTGROUP
I3915.AG	I3915	Iran_DinkhaTepe_BA_IA2-2	Iran_DinkhaTepe_BA_IA2-2	OUTGROUP	Iran	Iran	37.00786335	45.16575874	2877	39	986060	PASS	T1	OUTGROUP
I3916.AG	I3916	Turkey_Ancient	Turkey_Ancient	OUTGROUP	Anatolia	Turkey	39.65248	31.996659	2244	58	760763	PASS	T1	OUTGROUP
I3917.AG	I3917	Turkey_Ancient_Persian	Turkey_Ancient_Persian	OUTGROUP	Anatolia	Turkey	39.65248	31.996659	2596	67	976874	PASS	T1	OUTGROUP
I3920.AG	I3920	Greece_Peloponnese_N	Greece_Peloponnese_N	EUROPE_CONTROL	Southern_Europe	Greece	36.638333	22.3825	5734	71	978913	PASS	T1	CONTROL
I3921.AG	I3921	Vanuatu_1300BP	Vanuatu_1300BP	OUTGROUP	Other	Vanuatu	-16.711	168.133	1260	46	1020582	PASS	T0	OUTGROUP
I3952.AG	I3952	Russia_Khakassia_Afanasievo	Russia_Khakassia_Afanasievo	EUROPE_CONTROL	Eastern_Europe	Russia	54.619894	90.802179	4667	87	910538	PASS	T1	CONTROL
I3981.AG	I3981	Spain_Roman_LateAntiquity-oAfrica	Spain_Roman_LateAntiquity-oAfrica	IBERIA	Iberia	Spain	37.1775	-3.609167	1450	58	532594	PASS	T0	TARGET
I3982.AG	I3982	Spain_LateAntiquity_ImperialRoman	Spain_LateAntiquity_ImperialRoman	IBERIA	Iberia	Spain	37.177501	-3.609167	1650	58	823324	PASS	T0	TARGET
I3983.AG	I3983	Spain_LateAntiquity_ImperialRoman-oAfrica	Spain_LateAntiquity_ImperialRoman-oAfrica	IBERIA	Iberia	Spain	37.177501	-3.609167	1550	50	663060	PASS	T0	TARGET
I3985.AG	I3985	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3280	47	899973	PASS	T1	TARGET
I3986.AG	I3986	Jordan_LBA-o	Jordan_LBA-o	LEVANT	Levant	Jordan	32.133012	35.560909	3300	115	1001739	PASS	T1	TARGET
I3987.AG	I3987	Jordan_LBA	Jordan_LBA	LEVANT	Levant	Jordan	32.133012	35.560909	3309	42	978400	PASS	T1	TARGET
I3997.AG	I3997	Spain_EBA	Spain_EBA	IBERIA	Iberia	Spain	39.526799	-0.509749	3642	66	1000507	QUESTIONABLE	T1	TARGET
I4029.AG	I4029	Turkey_IA	Turkey_IA	OUTGROUP	Anatolia	Turkey	39.65248	31.996659	2603	71	1029086	PASS	T1	OUTGROUP
I4030.AG	I4030	Turkey_Ancient	Turkey_Ancient	OUTGROUP	Anatolia	Turkey	39.65248	31.996659	2126	101	801716	PASS	T1	OUTGROUP
I4055.AG	I4055	Spain_LateAntiquity_ImperialRoman	Spain_LateAntiquity_ImperialRoman	IBERIA	Iberia	Spain	37.177501	-3.609167	1650	58	58525	PASS	T0	TARGET
I4062.AG	I4062	Italy_Sicily_MN	Italy_Sicily_MN	EUROPE_CONTROL	Southern_Europe	Italy	37.724	12.916	6815	47	923371	PASS	T2	CONTROL
I4063.AG	I4063	Italy_Sicily_MN	Italy_Sicily_MN	EUROPE_CONTROL	Southern_Europe	Italy	37.724	12.916	6832	47	1045366	PASS	T2	CONTROL
I4065.AG	I4065	Italy_Sicily_MN	Italy_Sicily_MN	EUROPE_CONTROL	Southern_Europe	Italy	37.724	12.916	6815	52	955741	PASS	T2	CONTROL
I4067.AG	I4067	Netherlands_EBA	Netherlands_EBA	EUROPE_CONTROL	NW_Europe	Netherlands	52.733563	5.096183	3770	70	142235	PASS	T1	CONTROL
I4074.AG	I4074	Netherlands_LNB_BellBeaker	Netherlands_LNB_BellBeaker	EUROPE_CONTROL	NW_Europe	Netherlands	52.733563	5.096183	4030	88	777992	PASS	T1	CONTROL
I4081.AG	I4081	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.517	22.722	9712	87	319091	PASS	T2	CONTROL
I4096.AG	I4096	Vanuatu_1300BP	Vanuatu_1300BP	OUTGROUP	Other	Vanuatu	-16.711	168.133	1305	38	985314	PASS	T0	OUTGROUP
I4097.AG	I4097	Iran_Hasanlu_LBA-o	Iran_Hasanlu_LBA-o	OUTGROUP	Iran	Iran	37.004949	45.459021	3304	41	1003888	PASS	T1	OUTGROUP
I4099.AG	I4099	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	3151	52	999634	PASS	T1	OUTGROUP
I4100.AG	I4100	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2911	31	1025778	PASS	T1	OUTGROUP
I4105.AG	I4105	Vanuatu_150BP	Vanuatu_150BP	OUTGROUP	Other	Vanuatu	-16.89	168.3	150	87	991111	PASS	T0	OUTGROUP
I4106.AG	I4106	Vanuatu_150BP	Vanuatu_150BP	OUTGROUP	Other	Vanuatu	-16.89	168.3	140	81	1004313	PASS	T0	OUTGROUP
I4132.AG	I4132	Germany_AugsburgHugoEckenerStrasse_BellBeaker	Germany_AugsburgHugoEckenerStrasse_BellBeaker	EUROPE_CONTROL	Central_Europe	Germany	48.32852	10.89819	4200	144	277550	PASS	T1	CONTROL
I4157.AG	I4157	Uzbekistan_BA	Uzbekistan_BA	OUTGROUP	Central_Asia	Uzbekistan	37.666667	67.0	3400	87	286365	PASS	T1	OUTGROUP
I4158.AG	I4158	Uzbekistan_BA-o	Uzbekistan_BA-o	OUTGROUP	Central_Asia	Uzbekistan	37.666667	67.0	3400	87	10823	PASS	T1	OUTGROUP
I4160.AG	I4160	Tajikistan_BA	Tajikistan_BA	OUTGROUP	Central_Asia	Tajikistan	39.4480556	68.0313889	3475	72	841248	PASS	T1	OUTGROUP
I4163.AG	I4163	Uzbekistan_BA1-1	Uzbekistan_BA1-1	OUTGROUP	Central_Asia	Uzbekistan	37.75	67.0	3458	35	588086	PASS	T1	OUTGROUP
I4207_alt.AG	I4207	Cyprus_PPNB	Cyprus_PPNB	LEVANT	Levant	Cyprus	34.83	32.4	9600	375	34627	MERGE_PASS	T2	TARGET
I4208.AG	I4208	Cyprus_C	Cyprus_C	LEVANT	Levant	Cyprus	34.83	32.4	5400	29	35209	PASS	T1	TARGET
I4210.AG	I4210	Cyprus_PPNB	Cyprus_PPNB	LEVANT	Levant	Cyprus	34.83	32.4	9600	375	50634	PASS	T2	TARGET
I4229.AG	I4229	Portugal_LN_C	Portugal_LN_C	IBERIA	Iberia	Portugal	39.07571	-9.39681	4158	48	868259	PASS	T1	TARGET
I4232.AG	I4232	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2824	30	952057	PASS	T1	OUTGROUP
I4233.AG	I4233	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2806	28	971985	PASS	T1	OUTGROUP
